rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
55,6850504,K00070.05,Kepler-20 f,CONFIRMED,CANDIDATE,0.963,0,0,0,0,19.5776073,1.43E-04,-1.43E-04,0,,,0.049,0.394,-0.049,3.382,0.17,-0.17,98.1,6.00E+00,-6.00E+00,0.008912,4.51E-04,-3.12E-04,4.36916,0.00634,-2.17617,0.9,0.1,-8.00E-02,0.1362,,,89.94,,,628,,,44.5677,0.0647,-0.0647,5465,109,-109,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498
56,11904151,K00072.01,Kepler-10 b,CONFIRMED,FALSE POSITIVE,0,1,0,0,0,0.837491225,3.03E-07,-3.03E-07,0,,,0.022,0.388,-0.022,1.796,0.0104,-0.0104,190.4,1.20E+00,-1.20E+00,0.012545,2.60E-04,-1.49E-04,1.31582,0.00099,-0.52333,1.43,0.08,-6.00E-02,0.0167,,,89.65,,,1980,,,3.65398,0.00275,-0.00275,5676,85,-68,4.347,0.03,-0.03,1.044,0.057,-0.042,285.67938,50.241299,10.961
57,11904151,K00072.02,Kepler-10 c,CONFIRMED,CANDIDATE,0.982,0,0,0,0,45.29422297,5.60E-05,-5.60E-05,0,,,0.025,0.333,-0.025,6.83,0.0343,-0.0343,477.1,3.70E+00,-3.70E+00,0.019806,3.28E-04,-1.28E-04,1.27076,0.0118,-0.45418,2.26,0.12,-9.00E-02,0.2388,,,89.97,,,524,,,51.653,0.48,-0.48,5676,85,-68,4.347,0.03,-0.03,1.044,0.057,-0.042,285.67938,50.241299,10.961
58,6889235,K00074.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,5.188671659,2.19E-06,-2.19E-06,0,,,0.884,0.013,-0.021,5.0534,0.0566,-0.0566,548.9,2.00E+00,-2.00E+00,0.024519,1.80E-04,-3.02E-04,0.05091,0.01053,-0.00851,5.2,2.13,-1.15E+00,0.0764,,,77.76,,,2118,,,4.169,0.862,-0.862,9523,302,-416,4.205,0.136,-0.221,1.941,0.795,-0.428,298.32425,42.38847,10.96
59,7199397,K00075.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,105.8817667,1.31E-04,-1.31E-04,0,,,0.539,0.044,-0.149,18.044,0.102,-0.102,1556.3,6.30E+00,-6.30E+00,0.037215,1.63E-04,-8.28E-04,0.10581,0.02772,-0.01445,10.16,0.94,-1.27E+00,0.4785,,,89.22,,,595,,,39.7,10.4,-10.4,5903,79,-79,3.757,0.078,-0.052,2.499,0.233,-0.311,291.49722,42.728481,10.775
60,9955262,K00076.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,77.4794704,2.46E-04,-2.46E-04,0,,,0.019,0.345,-0.019,10.1151,0.0844,-0.0844,1237,2.01E+01,-2.01E+01,0.032509,6.07E-04,-2.44E-04,0.69477,0.01569,-0.16507,10.33,1.8,-3.35E+00,0.4212,,,89.98,,,778,,,60.41,1.4,-1.4,6711,149,-199,3.73,0.277,-0.092,2.909,0.508,-0.944,293.54199,46.82214,10.143
61,9552608,K00080.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.250572762,2.90E-06,-2.90E-06,0,,,1.234,0.22,-0.112,3.6373,0.0127,-0.0127,1039.5,3.50E+00,-3.50E+00,0.267107,2.16E-01,-1.07E-01,0.04131,0.00255,-0.0015,96.08,24.5,-4.55E+01,0.1097,,,77.53,,,1966,,,5.717,0.353,-0.353,8133,225,-338,3.715,0.413,-0.11,3.294,0.84,-1.561,300.53757,46.10434,11.31
62,8823868,K00081.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,23.8761144,2.24E-05,-2.24E-05,0,,,0.014,0.214,-0.014,9.3113,0.0271,-0.0271,1611.7,8.50E+00,-8.50E+00,0.037786,2.03E-04,-1.01E-04,0.27909,0.00083,-0.0387,10.45,3.98,-1.71E+00,0.2237,,,89.96,,,1481,,,20.3363,0.0605,-0.0605,9974,275,-413,4.048,0.115,-0.214,2.533,0.965,-0.414,293.78574,45.01849,11.409
63,10187017,K00082.01,Kepler-102 e,CONFIRMED,CANDIDATE,1,0,0,0,0,16.14567193,7.44E-06,-7.44E-06,0,,,0.75,0.016,-0.514,3.7236,0.025,-0.025,941.1,4.20E+00,-4.20E+00,0.030636,2.72E-04,-2.57E-03,0.93462,1.54402,-0.07907,2.48,0.16,-1.00E-01,0.1162,,,88.17,,,546,,,23.44,9.7,-9.7,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
64,10187017,K00082.02,Kepler-102 d,CONFIRMED,CANDIDATE,1,0,0,0,0,10.31174786,1.23E-05,-1.23E-05,0,,,0.747,0.089,-0.528,3.1818,0.0314,-0.0314,275.9,3.60E+00,-3.60E+00,0.016563,1.84E-04,-1.46E-03,0.89031,1.53461,-0.07428,1.34,0.09,-5.00E-02,0.0862,,,87.5,,,634,,,17.1,7.4,-7.4,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
65,10187017,K00082.03,Kepler-102 f,CONFIRMED,CANDIDATE,1,0,0,0,0,27.4536146,1.08E-04,-1.08E-04,0,,,0.765,0.142,-0.556,3.747,0.101,-0.101,136.4,5.30E+00,-5.30E+00,0.011753,1.33E-03,-1.25E-03,1.27833,3.08403,-0.96089,0.95,0.06,-4.00E-02,0.1655,,,88.82,,,457,,,37.1,17.9,-17.9,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
66,10187017,K00082.04,Kepler-102 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.07136119,3.09E-05,-3.09E-05,0,,,0.658,0.292,-0.433,2.757,0.111,-0.111,65.7,3.20E+00,-3.20E+00,0.007798,2.24E-03,-5.86E-04,1.27319,1.38305,-1.17782,0.63,0.04,-2.00E-02,0.067,,,87.48,,,719,,,14.99,5.4,-5.4,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
67,10187017,K00082.05,Kepler-102 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.28691996,2.95E-05,-2.95E-05,0,,,0.705,0.23,-0.494,2.579,0.136,-0.136,41.5,2.90E+00,-2.90E+00,0.006312,1.20E-03,-5.95E-04,0.96999,1.54014,-0.83393,0.51,0.03,-2.00E-02,0.0552,,,86.41,,,792,,,11.27,4.5,-4.5,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
68,10187017,K00082.06,,CANDIDATE,CANDIDATE,1,0,0,0,0,22.4098677,1.65E-04,-1.65E-04,0,,,0.869,0.077,-0.611,2.271,0.203,-0.203,69.8,6.70E+00,-6.70E+00,0.009062,1.42E-03,-1.69E-03,2.18291,14.74722,-1.69824,0.73,0.05,-3.00E-02,0.1446,,,88.71,,,489,,,38.7,18.7,-18.7,4900,98,-98,4.602,0.017,-0.049,0.741,0.048,-0.03,281.48273,47.208031,11.492
69,2571238,K00084.01,Kepler-19 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.286964466,3.83E-06,-3.83E-06,0,,,0.004,0.34,-0.004,3.3649,0.0145,-0.0145,691.7,3.20E+00,-3.20E+00,0.023784,3.54E-04,-1.06E-04,2.20846,0.0563,-0.37694,2.1,0.26,-1.00E-01,0.0835,,,89.99,,,762,,,21.594,0.55,-0.55,5546,100,-111,4.575,0.018,-0.102,0.81,0.099,-0.04,290.42081,37.851799,11.898
70,5866724,K00085.01,Kepler-65 c,CONFIRMED,CANDIDATE,1,0,0,0,0,5.859935955,3.78E-06,-3.78E-06,0,,,0.049,0.281,-0.049,4.0185,0.0168,-0.0168,322.8,1.90E+00,-1.90E+00,0.016453,1.96E-04,-8.10E-05,0.80033,0.00406,-0.23923,2.56,0.1,-1.50E-01,0.0682,,,89.75,,,1246,,,11.3257,0.0575,-0.0575,6181,68,-86,4.22,0.033,-0.027,1.424,0.056,-0.085,288.68869,41.15118,11.018
71,5866724,K00085.02,Kepler-65 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.154911236,2.51E-06,-2.51E-06,0,,,0.113,0.345,-0.113,3.1341,0.027,-0.027,99.7,1.40E+00,-1.40E+00,0.009153,2.17E-04,-1.07E-04,0.60657,0.01248,-0.19572,1.42,0.06,-8.00E-02,0.035,,,88.77,,,1740,,,5.3,0.109,-0.109,6181,68,-86,4.22,0.033,-0.027,1.424,0.056,-0.085,288.68869,41.15118,11.018
72,5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,1,0,0,0,0,8.13121389,1.90E-05,-1.90E-05,0,,,0.622,0.059,-0.457,4.2386,0.0554,-0.0554,111.8,2.20E+00,-2.20E+00,0.010132,1.40E-03,-4.25E-04,0.45775,0.37611,-0.37629,1.58,0.06,-1.00E-01,0.0848,,,86.95,,,1117,,,11.7,4.8,-4.8,6181,68,-86,4.22,0.033,-0.027,1.424,0.056,-0.085,288.68869,41.15118,11.018
73,10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,0.881,0,0,0,0,289.864067,1.21E-03,-1.21E-03,0,,,0.856,0.043,-0.649,7.565,0.108,-0.108,529.1,1.05E+01,-1.05E+01,0.024234,9.51E-04,-3.24E-03,1.00734,4.72207,-0.45124,2.34,0.22,-2.30E-01,0.7961,,,89.7,,,257,,,164.8,77.2,-77.2,5516,82,-74,4.446,0.104,-0.064,0.886,0.08,-0.089,289.2175,47.88446,11.664
74,7700871,K00088.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,5.17968868,1.15E-05,-1.15E-05,0,,,1.203,5.224,-0.118,3.7256,0.0918,-0.0918,121.8,3.00E+00,-3.00E+00,0.212432,5.20E+00,-1.16E-01,0.00583,0.24323,-0.00064,18.91,3.38,-1.70E+00,0.0557,,,53.5,,,972,,,2.02,1,-1,5761,155,-155,4.548,0.051,-0.128,0.815,0.146,-0.073,297.31979,43.332722,11.871
75,8056665,K00089.01,Kepler-462 b,CONFIRMED,CANDIDATE,0.881,0,0,0,0,84.6877524,1.78E-04,-1.78E-04,0,,,0.017,0.303,-0.017,10.0248,0.052,-0.052,347.7,4.10E+00,-4.10E+00,0.017238,2.22E-04,-1.33E-04,0.74607,0.02088,-0.11263,3.37,0.58,-7.80E-01,0.4172,,,89.99,,,611,,,65.64,1.8,-1.8,6688,120,-147,4.062,0.174,-0.116,1.79,0.311,-0.415,299.82117,43.81427,11.642
76,8056665,K00089.02,,CANDIDATE,CANDIDATE,0.997,0,0,0,0,207.5829306,5.74E-04,-5.74E-04,0,,,0.84,0.031,-0.572,7.0686,0.0866,-0.0866,505.1,7.60E+00,-7.60E+00,0.023144,4.56E-04,-2.14E-03,0.9882,3.77212,-0.26997,4.52,0.79,-1.04E+00,0.7584,,,89.63,,,453,,,131.1,62.5,-62.5,6688,120,-147,4.062,0.174,-0.116,1.79,0.311,-0.415,299.82117,43.81427,11.642
77,9210823,K00090.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.828206212,8.80E-07,-8.80E-07,0,,,0.615,0.089,-0.445,1.737,0.0329,-0.0329,132.3,2.40E+00,-2.40E+00,0.011024,1.33E-03,-4.57E-04,0.76123,0.62737,-0.07044,3.88,0.89,-1.64E+00,0.0198,,,78.25,,,3274,,,3.02,1.2,-1.2,5812,175,-157,3.598,0.367,-0.122,3.227,0.737,-1.369,288.44153,45.609001,11.743
78,7941200,K00092.01,,CANDIDATE,CANDIDATE,0.972,0,0,0,0,65.7045275,1.06E-04,-1.06E-04,0,,,0.663,0.197,-0.434,3.3104,0.0469,-0.0469,636.1,1.03E+01,-1.03E+01,0.024389,1.80E-03,-1.19E-03,7.27164,8.06942,-0.28174,2.78,0.42,-2.50E-01,0.3192,,,89.68,,,472,,,118.4,43.8,-43.8,5918,106,-130,4.403,0.08,-0.12,1.043,0.158,-0.092,283.37482,43.788219,11.667
79,6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,0.994,0,0,0,0,22.34296483,3.40E-06,-3.40E-06,0,,,0.031,0.045,-0.031,6.66405,0.0039,-0.0039,5612.8,5.30E+00,-5.30E+00,0.068705,5.70E-05,-3.60E-05,0.77681,0.0034,-0.00811,9.99,1.82,-1.50E+00,0.1607,,,89.93,,,785,,,27.368,0.12,-0.12,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
80,6462863,K00094.02,Kepler-89 c,CONFIRMED,CANDIDATE,1,0,0,0,0,10.42367744,7.17E-06,-7.17E-06,0,,,0.005,0.299,-0.005,5.2257,0.021,-0.021,777.3,4.10E+00,-4.10E+00,0.025563,3.05E-04,-4.60E-05,0.66594,0.00938,-0.1087,3.72,0.67,-5.60E-01,0.0967,,,89.98,,,1012,,,15.639,0.22,-0.22,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
81,6462863,K00094.03,Kepler-89 e,CONFIRMED,CANDIDATE,0.953,0,0,0,0,54.31996151,3.39E-05,-3.39E-05,0,,,0.497,0.005,-0.357,8.5858,0.0243,-0.0243,1975,7.20E+00,-7.20E+00,0.041779,1.08E-04,-9.32E-04,0.55625,0.21602,-0.00357,6.07,1.11,-9.10E-01,0.2906,,,89.36,,,584,,,44.3,17.2,-17.2,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
82,6462863,K00094.04,Kepler-89 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.743166733,5.61E-06,-5.61E-06,0,,,0.008,0.392,-0.008,3.6888,0.0421,-0.0421,126.3,2.20E+00,-2.20E+00,0.010306,4.80E-04,-2.24E-04,0.654,0.01482,-0.17096,1.5,0.27,-2.30E-01,0.0488,,,89.94,,,1423,,,7.854,0.178,-0.178,6181,111,-135,4.234,0.143,-0.117,1.331,0.243,-0.199,297.33307,41.891121,12.205
83,5780885,K00097.01,Kepler-7 b,CONFIRMED,CANDIDATE,0.999,0,1,0,0,4.885488596,2.66E-07,-2.66E-07,0,,,0.361,0.014,-0.017,5.16165,0.00597,-0.00597,7458.4,3.70E+00,-3.70E+00,0.079898,9.40E-05,-1.26E-04,0.32016,0.00633,-0.00596,16.66,1.04,-7.00E-01,0.0605,,,87.2,,,1496,,,7.392,0.146,-0.146,6036,78,-72,3.968,0.02,-0.016,1.909,0.12,-0.08,288.58151,41.089809,12.885
84,10264660,K00098.01,Kepler-14 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,6.790120801,1.91E-06,-1.91E-06,0,,,0.486,0.051,-0.095,6.0437,0.0285,-0.0285,2302.3,5.70E+00,-5.70E+00,0.045139,2.30E-04,-5.07E-04,0.2079,0.03217,-0.02217,9.86,0.72,-3.60E-01,0.0769,,,86.5,,,1434,,,7.97,1.2,-1.2,6372,76,-89,3.954,0.02,-0.02,2.001,0.146,-0.073,287.70883,47.33305,12.128
85,4055765,K00100.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,9.9664004,1.22E-05,-1.22E-05,0,,,0.966,0.012,-0.008,5.0127,0.0702,-0.0702,1619,1.94E+01,-1.94E+01,0.050235,4.79E-03,-4.91E-03,0.04845,0.00346,-0.00808,16.89,2.15,-4.29E+00,0.106,,,81.23,,,1578,,,6.336,0.453,-0.453,6638,120,-133,3.664,0.195,-0.065,3.079,0.391,-0.782,291.17792,39.19949,12.598
86,8456679,K00102.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,1.73513619,2.82E-07,-2.82E-07,0,,,0.045,0.192,-0.045,2.2741,0.00554,-0.00554,952.6,2.30E+00,-2.30E+00,0.027957,1.81E-04,-6.50E-05,1.36796,0.00537,-0.2376,3.27,0.54,-3.30E-01,0.0286,,,89.57,,,1554,,,6.0158,0.0236,-0.0236,5751,103,-114,4.391,0.08,-0.12,1.071,0.177,-0.109,299.70474,44.435749,12.566
87,8456679,K00102.02,,FALSE POSITIVE,FALSE POSITIVE,0.491,0,0,1,0,4.06844957,1.21E-05,-1.21E-05,0,,,0.55,0.377,-0.337,2.8349,0.069,-0.069,79.8,3.00E+00,-3.00E+00,0.008409,1.77E-03,-2.94E-04,0.91819,0.56409,-0.72464,0.98,0.17,-1.00E-01,0.0504,,,86.61,,,1170,,,9.3,2.9,-2.9,5751,103,-114,4.391,0.08,-0.12,1.071,0.177,-0.109,299.70474,44.435749,12.566
88,2444412,K00103.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,14.91095177,1.28E-05,-1.28E-05,0,,,0.014,0.339,-0.014,3.325,0.024,-0.024,864.5,8.70E+00,-8.70E+00,0.026641,4.44E-04,-1.97E-04,3.70254,0.01272,-0.8871,2.62,0.33,-1.70E-01,0.1159,,,89.98,,,694,,,35.174,0.121,-0.121,5650,101,-112,4.5,0.045,-0.105,0.899,0.114,-0.057,291.68335,37.751591,12.593
89,10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.508057497,3.78E-07,-3.78E-07,0,,,0.742,0.047,-0.143,1.1134,0.0167,-0.0167,1507.6,6.20E+00,-6.20E+00,0.039108,3.97E-04,-2.64E-03,5.95213,3.33995,-1.9443,3.25,0.16,-1.20E-01,0.034,,,86.61,,,997,,,12.56,3.5,-3.5,4780,95,-95,4.597,0.015,-0.051,0.761,0.038,-0.027,281.19473,47.497131,12.895
90,8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,1,0,0,0,0,8.981014925,3.09E-06,-3.09E-06,0,,,0.097,0.242,-0.097,1.8478,0.0116,-0.0116,1059.3,6.40E+00,-6.40E+00,0.029697,3.71E-04,-1.84E-04,12.93802,0.45831,-2.10373,3.14,0.43,-4.80E-01,0.078,,,89.85,,,880,,,38.07,1.3,-1.3,5666,124,-102,4.362,0.156,-0.104,0.967,0.133,-0.147,298.93704,44.85791,12.87
91,10489525,K00106.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.612249049,4.35E-06,-4.35E-06,0,,,1.171,0.71,-0.135,4.235,0.13,-0.13,154,4.10E+00,-4.10E+00,0.18171,7.07E-01,-1.29E-01,0.01474,0.03868,-0.00339,50.98,10.63,-1.73E+01,0.0308,,,22.3,,,2713,,,1.265,0.553,-0.553,6732,187,-234,3.793,0.292,-0.097,2.569,0.536,-0.871,298.35434,47.672081,12.775
92,11250587,K00107.01,Kepler-464 b,CONFIRMED,CANDIDATE,1,0,0,0,0,7.256962446,5.84E-06,-5.84E-06,0,,,0.676,0.073,-0.481,4.9402,0.0238,-0.0238,463.2,3.10E+00,-3.10E+00,0.020856,5.78E-04,-1.19E-03,0.23039,0.25445,-0.06392,3.53,0.21,-1.70E-01,0.0765,,,85.51,,,1163,,,8.62,3.2,-3.2,5858,70,-79,4.112,0.024,-0.02,1.549,0.091,-0.074,294.83517,48.982361,12.702
93,4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,1,0,0,0,0,15.96532718,1.37E-05,-1.37E-05,0,,,0.674,0.026,-0.46,4.5837,0.0231,-0.0231,482.2,3.80E+00,-3.80E+00,0.021282,1.36E-04,-1.10E-03,0.63287,0.69452,-0.01282,3.33,0.21,-1.70E-01,0.1269,,,88.11,,,872,,,20.43,7.5,-7.5,5880,78,-78,4.154,0.033,-0.027,1.433,0.09,-0.072,288.98456,40.064529,12.287
94,4914423,K00108.02,Kepler-103 c,CONFIRMED,CANDIDATE,1,0,0,0,0,179.609803,1.82E-04,-1.82E-04,0,,,0.711,0.011,-0.4,13.755,0.119,-0.119,1273,7.70E+00,-7.70E+00,0.034951,9.98E-04,-1.93E-03,0.24738,0.34104,-0.07259,5.47,0.34,-2.80E-01,0.6372,,,89.46,,,389,,,75,34.5,-34.5,5880,78,-78,4.154,0.033,-0.027,1.433,0.09,-0.072,288.98456,40.064529,12.287
95,4752451,K00109.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,6.41496453,1.25E-05,-1.25E-05,0,,,1.187,6.629,-0.013,3.9015,0.0902,-0.0902,201.2,4.40E+00,-4.40E+00,0.19961,6.60E+00,-1.26E-02,0.00737,0.32351,-0.00053,25.79,5.27,-5.28E+00,0.0659,,,61.93,,,1153,,,2.52,1.3,-1.3,6170,169,-188,4.259,0.186,-0.124,1.183,0.242,-0.242,293.45428,39.803928,12.385
96,9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,1,0,0,0,0,9.940666412,6.98E-06,-6.98E-06,0,,,0.02,0.229,-0.02,3.9092,0.0181,-0.0181,520.2,3.80E+00,-3.80E+00,0.020908,1.84E-04,-8.50E-05,1.4944,0.03946,-0.14901,2.87,0.5,-2.90E-01,0.0953,,,89.94,,,996,,,19.837,0.524,-0.524,6215,111,-136,4.305,0.08,-0.12,1.259,0.219,-0.128,284.55573,46.063831,12.663
97,6678383,K00111.01,Kepler-104 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,11.42755098,8.15E-06,-8.15E-06,0,,,0.608,0.04,-0.409,4.6074,0.0175,-0.0175,500.9,3.30E+00,-3.30E+00,0.021404,8.00E-06,-8.04E-04,0.5464,0.42632,-0.06106,2.35,0.32,-2.70E-01,0.0964,,,87.76,,,852,,,15.57,6.1,-6.1,5979,108,-120,4.394,0.11,-0.11,1.005,0.138,-0.113,287.60461,42.166779,12.596
98,6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,1,0,0,0,0,23.66834635,3.00E-05,-3.00E-05,0,,,0.758,0.085,-0.542,5.8297,0.0378,-0.0378,449.4,4.20E+00,-4.20E+00,0.021099,7.62E-04,-1.36E-03,0.32337,0.63792,-0.14647,2.32,0.31,-2.60E-01,0.1566,,,87.95,,,668,,,21.2,10.5,-10.5,5979,108,-120,4.394,0.11,-0.11,1.005,0.138,-0.113,287.60461,42.166779,12.596
99,6678383,K00111.03,Kepler-104 d,CONFIRMED,CANDIDATE,0.978,0,0,0,0,51.75530504,8.54E-05,-8.54E-05,0,,,0.638,0.18,-0.412,7.4355,0.0579,-0.0579,609.2,5.60E+00,-5.60E+00,0.023742,1.26E-03,-9.66E-04,0.5448,0.4809,-0.32108,2.61,0.35,-3.00E-01,0.2638,,,89.14,,,515,,,42.6,18.8,-18.8,5979,108,-120,4.394,0.11,-0.11,1.005,0.138,-0.113,287.60461,42.166779,12.596
100,10984090,K00112.01,Kepler-466 b,CONFIRMED,CANDIDATE,0.99,0,0,0,0,51.07926451,6.46E-05,-6.46E-05,0,,,0.017,0.267,-0.017,6.3729,0.0312,-0.0312,736.8,6.00E+00,-6.00E+00,0.024683,2.79E-04,-1.16E-04,1.79031,0.03546,-0.22125,2.75,0.39,-2.80E-01,0.2671,,,89.98,,,503,,,62.74,1.2,-1.2,5833,105,-117,4.407,0.085,-0.114,1.022,0.143,-0.107,295.64871,48.49556,12.772
101,10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1,0,0,0,0,3.709214104,6.54E-06,-6.54E-06,0,,,0.051,0.395,-0.051,2.6302,0.0427,-0.0427,131.1,3.00E+00,-3.00E+00,0.010424,3.18E-04,-1.47E-04,1.77451,0.06493,-0.57483,1.16,0.17,-1.20E-01,0.0465,,,89.73,,,1206,,,10.888,0.398,-0.398,5833,105,-117,4.407,0.085,-0.114,1.022,0.143,-0.107,295.64871,48.49556,12.772
102,6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,7.36178958,2.13E-05,-2.13E-05,0,,,1.169,7.133,-0.044,5.022,0.136,-0.136,233.7,5.80E+00,-5.80E+00,0.183387,7.13E+00,-4.31E-02,0.00485,0.27864,-0.00053,39.21,6.45,-9.67E+00,0.082,,,60.92,,,1342,,,2.4,1.2,-1.2,6227,111,-124,3.986,0.182,-0.098,1.958,0.322,-0.483,298.86435,42.151569,12.66
103,9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.412203927,3.05E-06,-3.05E-06,0,,,0.787,0.005,-0.565,2.9472,0.024,-0.024,601.6,4.00E+00,-4.00E+00,0.024775,6.00E-05,-1.89E-03,0.51087,1.25402,-0.00404,2.94,0.43,-3.80E-01,0.0591,,,85.12,,,1093,,,9.25,4.5,-4.5,5779,104,-115,4.339,0.132,-0.108,1.087,0.157,-0.142,287.88733,46.276241,12.791
104,9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1,0,0,0,0,7.12594387,1.41E-05,-1.41E-05,0,,,0.898,0.013,-0.699,3.0014,0.0384,-0.0384,192.4,4.40E+00,-4.40E+00,0.01512,3.23E-04,-2.19E-03,0.23879,1.86455,-0.04686,1.79,0.26,-2.30E-01,0.0711,,,84.02,,,997,,,8.62,4.2,-4.2,5779,104,-115,4.339,0.132,-0.108,1.087,0.157,-0.142,287.88733,46.276241,12.791
105,9579641,K00115.03,,CANDIDATE,CANDIDATE,0.871,0,0,0,0,3.43591631,4.73E-05,-4.73E-05,0,,,0.624,0.037,-0.476,3.133,0.407,-0.407,23.2,3.40E+00,-3.40E+00,0.004612,1.97E-04,-5.65E-04,0.47024,1.06822,-0.44479,0.55,0.08,-7.00E-02,0.0437,,,84.62,,,1272,,,6.65,3,-3,5779,104,-115,4.339,0.132,-0.108,1.087,0.157,-0.142,287.88733,46.276241,12.791
106,8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1,0,0,0,0,13.57078281,1.59E-05,-1.59E-05,0,,,0.866,0.015,-0.621,3.3539,0.0489,-0.0489,511.7,6.30E+00,-6.30E+00,0.023908,4.13E-04,-2.63E-03,0.49865,2.55354,-0.08697,2.64,0.4,-2.70E-01,0.1096,,,87.07,,,785,,,16.93,7.9,-7.9,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
107,8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.998,0,0,0,0,43.84439721,9.61E-05,-9.61E-05,0,,,0.852,0.039,-0.585,6.802,0.119,-0.119,615.2,7.70E+00,-7.70E+00,0.025934,2.70E-05,-3.04E-03,0.22039,0.94589,-0.07087,2.87,0.43,-3.00E-01,0.2395,,,88.27,,,531,,,28.2,13.4,-13.4,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
108,8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.95,0,0,0,0,6.164876,4.64E-05,-4.64E-05,0,,,0.646,0.323,-0.43,3.262,0.186,-0.186,55.8,4.30E+00,-4.30E+00,0.007192,2.59E-03,-4.07E-04,0.69664,0.87315,-0.66683,0.79,0.13,-8.00E-02,0.0648,,,86.69,,,1021,,,11.19,4.7,-4.7,5854,105,-117,4.406,0.09,-0.11,1.012,0.154,-0.103,300.86398,44.337551,12.882
